OriginalTweet,Sentiment
"PTI will conveniently win #NA154 in General Elections, InshAllah. Bi-elections 3 months prior to GE are not meant to be taken seriously - thats what JKT did. (Just my opinion Jahangir Khan Tareen - Ali Tareen, may you do well in GE2018 and reclaim Lodhran. ",Neutral
"Reaction of PTI supporters after the defeat in #NA154 is disturbing. Calling it a lesson for Imran Khan that voters will reject PTI if you stand w/ dynastic pol against party's ideology. Bahi, If it wasn't for @aliktareen or JKT, PTI would have ended up w/ 10000 votes in Lodhran.'",Neutral
The smell of humiliating electoral defeat in the air. #NA15 ,Neutral
"Zardari & PPP's call for early elections is democratic but if Imran Khan demands the same, its against democracy & toeing the line of establishment. The irony of fake liberals. #PPPGoldenJubilee'",Neutral
"The brave & heroic CCPO Peshawar Tahir Khan & SSP Sajjad Khan led the operation in #Peshawar, showing us all the best of KP police. Thank you KPK police for killing 3 suicide bombers which saved many more precious lives. We're indebted to you for your fight against terrorists. ",Neutral
"We can only use force in Balochistan, KPK & FATA. ",Neutral
Not getting enough popularity for your singing/acting/journalism/politics/tweets? Want to be Famous?- ABUSE IMRAN KHAN. ,Neutral
Pakistan' first ever cadet college for girls in Mardan. Thank you Taliban Khan. ,Neutral
Imran Khan shouldn't give ticket to Dawar Kundi in GE 2018. He can stoop down to any level against his rivals in the same party for political mileage ,Neutral
Imran Khan shouldn't give ticket to Dawar Kundi in GE 2018. He can stoop down to any level against his rivals in the same party for political mileage.',Neutral
"Ahmed Noorani wished death for Imran Khan in 2014, but IK is the first political leader to speak for him after being attacked today in ISB. ",Neutral
"Congrats Arbab Amir. JUI-F, PMLN & ANP's politics has been buried forever in KPK w/ this historical win in #NA4. Time for Khattak dance now!""",Neutral
"On this day last year, Quetta lost every top lawyer this city has ever produced. May we never go through such awful & ghastly tragedy again. ",Neutral
"'Investigation should be extended to AG,her father, Ameer Maqam & MSR because it will expose the truth behind these baseless allegations'-IK""",Neutral
"'I've nothing to fear & I am ready to present my phone before a forensic expert, nothing inappropriate will ever come out of it'~ Imran Khan""",Neutral
"Thank you Imran Khan for making us proud, yet again by standing against abuse & character assassination. ",Neutral
"Why'd u ask a man who is JEALOUS, characterless & a friend of the corrupt (PK&JKT) for a ticket, esp when U've already decided to leave PTI.""",Neutral
Ayesha Gulalai has contradicted herself in one day more than Javed hashmi contradicted himself in all this time since the day he left PTI.',Neutral
Her allegations are not only baseless but also very funny. According to her she was first sent a text msg by IK back in 2013.',Neutral
"Very, very low blow by Ayesha Gulalai to attack Imran Khan personally. She received a message from IK in 2013, pissed her off in 2017. Wow!'",Neutral
"Respect Ayesha G's decision of leaving PTI, criticise her for personally attacking IK, but please refraim from her character assassination.""",Neutral
"PM S K Abbasi attacking opponents in his victory speech, humiliating Imran Khan, making the joke of SC decision. Unprecedented in history.'",Neutral
This speech by the elected Prime Minister of Pak is such a joke. Totally disrespecting the position of PM but what were we expecting anyway?',Neutral
"Shahid Khaqan Abbasi after being elected as PM called Nawaz Shareef 'Awaam ka Wazeer e Azam. Is Pak's PM & awam's PM 2 diff designations?""",Neutral
"PMLN MNA's have elected S Khaqan Abbasi as Prime Minister but are chanting slogans Wazeer e Azam Nawaz Shareef. What a joke for democracy.""",Neutral
"@Minmaj AG was part of PTI jalsa 2 days ago, met IK yesterday at BaniGala, how can he become characterless & 2 no. Pathan overnight?'",Neutral
"Ayesha Gulalai was never part of PTI before becoming an MNA in '13. Joined PTI bcoz she got a reserved seat, left bc she wont get it again.""",Neutral
"Ayesha Gulalai is neither the 1st nor the last to leave PTI. PTI belongs to Imran Khan, his principles & ideology. Individuals dont matter.'",Neutral
The most corrupt in a party to be the Prime Minister of a country. What a joke! ,Neutral
"Good day for PTI in Supreme court today as SC judges rejects PMLN's allegations in PTI foreign funding case.""",Neutral
"KS to Imran Khan,what if you're disqualified? Imran Khan: As a democratic party, we'll conduct elections for PTI Chairman. A true democrat. ",Neutral
PPP's frustration & anger is obvious especially after IK said I'll go after Zardari now. You can't save the corrupt from the wrath of KHAN. ,Neutral
PPP is intentionally defaming PTI by spreading fake news abt Mian Mitto joining PTI. VC @SMQureshiPTI already said no place for MM in PTI.',Neutral
"Nawaz Shareef being called a 'disgraced leader' in int'l media. The entire Shareef family has brought only embarrassment to the country. Islamabad was, is and will always be Imran Khan's stronghold. Thank you for always standing with KHAN. ",Neutral
"'IK is not kind of man the establishment would like to be in charge. He is mercurial & unpredictable'~H Haqqani. Thanks for the compliment.""",Neutral
"Imran Khan, Strongest Contender to Lead Pakistan, Is No Shoo-In.  ",Neutral
"The smile on their faces says it all. Good times ahead for Pakistan inshallah. Naya Pakistan soon, very soon. #YaumETashakur ",Neutral
"'Nawaz Shareef says i am not disqualified over corruption charges so are you disqualified over kite flying?~@FaisalJavedKhan #YaumETashakur""",Neutral
Imran Khan Wazeer e Azam araha hai - ,Neutral
Imran Khan visits Parachinar to share the grief ,Neutral
"Legendary lawyer & leader PTI, Dr Babar Awan will fight the legal battle for Jamshed Dasti.'",Neutral
"This is how Sicilian mafia is treating Jamshed Dasti, MNA & leader from South Punjab, just because he sides w/ IK and stood against Nawaz. ",Neutral
'Improved facilities at government schools attract students'. Education in KPK is moving in a right direction ,Neutral
PM attacked PTI women for their political struggle while Imran Khan pays tribute to Kalsoom Nawaz for her struggle against dictatorship.',Neutral
CJP calls Imran Khan an 'extraordinary' citizen whose influence could help boost the morale of the country ,Neutral
"Imran Khan will address NA over Panama verdict today. This will further damage Nawaz Shareef's already battered politics & reputation.""",Neutral
"Imran Khan has exposed Nawaz Shareef & his family infront of SC judges, media, ppl of Pak & world. Irreparable damage for Shareef's dynasty.""",Neutral
"'I will go after this case and get justice for Mashal Khan the way I would if it was my own child'- Imran Khan.""",Neutral
"Thank you Imran Khan & Parvez Khattak for providing food, shelter & education to homeless children. #ZamungKor'",Neutral
#BillionTreeTsunami project extended to Islamabad. ISF has launched tree plantation campaign in Islamabad on Imran Khan's instructions. ,Neutral
'Private clinics receiving lesser patients due to better service in government hospitals in KPK'. #ThankYouI  ,Neutral
"People ve already given verdict against corruption. This is Islamabad today, standing against PM. ",Neutral
This is what only KHAN can do. Only he is able to pull off such crowd in any city of Pakistan. #Tehreek_e_Ehtesab ,Neutral
'The purpose & ultimate objective of our Tehreek is Naya Pakistan'- Imran Khan. #Tehreek_e_Ehtesab ,Neutral
'Pakistan has no future until we eliminate corruption and bring back the looted money'- Imran Khan. #KPKaptaanKa ,Neutral
"All those saying Imran Khan's popularity is gone down should see massive & enthusiastic crowd at #Tehreek_e_Ehtesab rally. #KPKaptaanKa""",Neutral
Junoon at its peak on ground. PTI is unstoppable now. #Tehreek_e_Ehtesab ,Neutral
"Sajid Kayani IK's tiger, PTI SM AJK head, silent warrior behind thousands of PTI videos has left us.#RIPSajidKayani ",Neutral
"'PTI can't support military takeover, technocrats' - @JahangirKTareen ",Neutral
"Disappointed to see people attacking Imran Khan. Don't you think KHAN is already honouring Edhi by serving humanity via SKMCH & Namal?""",Neutral
".@ImranKhanPTI will visit Karachi today to attend SKMCH iftaar dinner, meet Edhi & condole w/ Amjad Sabri's family. ",Neutral
KPK government funding extremism. ,Neutral
"PM Pakistan, one on one w/ Sami ul Haq. Is PM mainstreaming Taliban? What will PMLN workers say about this pic? ",Neutral
For those Army fans who are criticising Imran Khan of funding extremism while Pak army is at war with Taliban. ,Neutral
"'If son of a Chief Justice Sindh HC is not safe in a province, imagine the plight of a common man' - Imran Khan. ",Neutral
"'If Imran Khan is corrupt, why don't you take action against me Mian sb?'- Imran Khan #SwatRejectsNawaz""",Neutral
"'PMLN failed all institutions in Punjab. Punjab police cannot resist chotu gang whereas KPK police resist Taliban' - IK. #SwatRejectsNawaz""",Neutral
"'Every Pakistani deserves protection who is anyone to decide that people should be killed over their beliefs' - IK. #IKforInterFaithHarmony""",Neutral
Chairman PTI @ImranKhanPTI in high spirits today. #FaisalabadRejectsNawaz ,Neutral
People in huge numbers continue to join the grand PTI Jalsa in Faisalabad because #FaisalabadRejectsNawaz ,Neutral
"I hold CM Balochistan, Interior Minister & PM responsible for death of Jahanzeb Kakar. They cant even protect SSP? #JusticeForJahanzebKakar'",Neutral
"Thats true Mr. Prime Minister, one can not accept a PM who came into power through fake mandate (rigged elections). ",Neutral
Thank you Peshawar for standing w/ Imran Khan. I always knew that u can never disappoint KHAN #PeshawarRejectsNawaz ,Neutral
I'm sure the time has come that the anti-corruption movement in gonna win' - Imran Khan. #TrailOfHiddenWealth ,Neutral
"Mr. Prime Minister, they are already been arrested by KPK Police. Thank you for taking interest in KPK   ",Neutral
Hahaha Khan sb just trolled Nawaz Shareef. #LahoreRisesAgainstCorruption ,Neutral
"'Mian Sb says if corruption is proved against me, I'll go home. No Mian Sb, you'll go to jail' - Imran Khan. #LahoreRisesAgainstCorruption""",Neutral
"'I knew that people of Lahore will never disappoint me. Thank you for always keeping my respect'- Imran Kha #LahoreRisesAgainstCorruption""",Neutral
"Even Geo reports that there is no mismanagement in today's PTI Jalsa. Credit goes to organisers & ground team. #LahoreRisesAgainstCorruption""",Neutral
Khan's smile is enough for all the haters around. #LahoreRisesAgainstCorruption ,Neutral
This is their biggest fear and this is the best reason for us to stand w/ Imran Khan. #LahoreRisesAgainstCorruption ,Neutral
Thank you Imran Khan for making this issue of Panama Leaks alive in Pakistan. #LahoreRisesAgainstCorruption ,Neutral
"Mian sb Beware, Imran Khan will roar in Lahore today. #LahoreRisesAgainstCorruption ",Neutral
"Chairman PTI @ImranKhanPTI reaches Lahore. Beware Nawaz Shareef, KHAN will roar in Lahore tomorrow. ",Neutral
Imran Khan's Vice Captain @SMQureshiPTI is leading PTI campaign against corruption in Sindh. Right man for the job. ,Neutral
"With this amazing Jalsa in Islamabad the struggle for Naya Pakistan continues with more passion, conviction & force. #KaptaanChangedPakistan'",Neutral
"PTI belongs to Imran Khan, his principles & ideology and no one can destroy IK's 20 years struggle, NO ONE ON THIS EARTH. #HappyBirthdayPTI""",Neutral
Chairman PTI Imran Khan to address the nation today at 6pm. '#PanamaLeaks matter not going to die down' - Imran Khan Thank you KHAN for keeping this issue alive in Pakistan. ,Neutral
"Molvi Khadim Hussain, leader of violent protesters, is continuously abusing Imran Khan and mocking PTI supporters. #IslamabadUnderSeige'",Neutral
This is some next level idiocy. Well done Federal Minister for Imran Khan.  ,Neutral
Chairman PTI Imran Khan meets CM Delhi Arvind Kejrival at his residence. ,Neutral
I wish all PTI workers were like IK. Instead of appreciating her work for Pak they r labelling her as western agent. ,Neutral
"If these VIPs are so afraid of their death, I will advise them to sit at home - Imran Khan. #IKThanksLodhran'",Neutral
We have decided that traffic will never be stopped for VIP in KPK not even for Prime Minister - Imran Khan. #IKThanksLodhran',Neutral
Pakistan is united against corruption & terrorism - Imran Khan. #IKThanksLodhran',Neutral
Not a single person has been punished by ECP for rigging elections- Imran Khan. #IKThanksLodhran',Neutral
"My Pakistani nation - this struggle ll continue, there will be ups & downs but we have to fight till end - Imran Khan. #IKThanksLodhran'",Neutral
I congratulate @JahangirKTareen on this historical victory despite government machinery against him - Imran Khan. #IKThanksLodhran',Neutral
"KHAN has tried people of Islamabad again & again and they always met IK expectations. You'll see IK happy at the end of day  #Vote4Bat""",Neutral
Imran Khan is the best - A girl for Liyari. #KHIRisesWithIK  ,Neutral
I will unite whole of Karachi and end this ethnic hatred created by political parties of Karachi - Imran Khan #KHIRisesWithIK',Neutral
Chairman Imran Khan addressing people of Liyari at Kakri ground. #KHIRisesWithIK ,Neutral
Imran Khan is in Liyari to bury PPP's politics forever. People of Liyari are ready 4 PEACE & CHANGE. #KHIRisesWithIK ,Neutral
PTI tigresses waiting for Chairman Imran Khan in Liyari. #KHIRisesWithIK ,Neutral
Mayor of Karachi will be from PTI - Imran Khan  #KHIRisesWithIK ,Neutral
"Imran Khan after inaugurating ""Zamung Kor"" #KPSheltersStreetChildren ",Neutral
"Imran Khan inaugurated ""Zamung Kor"" in KPK for street children #KPSheltersStreetChildren ",Neutral
The youth I will groom will be fearless and selfless - Imran Khan precious words for ISF. #FoundationDayISF',Neutral
PTI is in idea whose time has come - Imran Khan. #FoundationDayISF',Neutral
"ISF will spread message of IK in every uni, college & city against these crooks who've shaken the foundations of Pak. #FoundationDayISF""",Neutral
Imran Khan's personal life has nothing to do with his leadership. #RespectPrivacy #WeStandWithKaptaan ,Neutral
"I was w/ Imran Khan, I am w/ IK and will always be w/ KHAN. JC decision wont change any thing b/w a PTI worker & PTI Chairman. #IKForLife'",Neutral
Amazing piece of writing by @sabreena_razaq . Thank you Doc for showing Pakistan's good image to World. Keep it up : ,Neutral
"Accountability begins at home and this is what Imran Khan is doing in KPK by arresting PTI's own Minister.""",Neutral
KPK Ehtesab commission formed by Imran Khan arrests sitting PTI Minister Zia Ullah Khan Afridi. #NayaKPK',Neutral
Pashtuns do not give second chance to any party but I am glad they voted PTI in LG elections after looking at our performance. #IKOnGeo',Neutral
#WhileYouWereBuildingMetro PTI declared education emergency in KPK. Now KPK has highest enrollment rate. #WhileYouWereBuildingMetro The PTI government in KP was revolutionizing the education sector. Thank you Imran Khan. ,Neutral
"People of KPK once again rejects ANP - JUI & PPP, can gather 2 dozen protestors only. Business as usual all over KPK. ",Neutral
"Congrats PTI family on today's ET decision. Its a victory of Insaf, its your victory, its Imran Khan's victory, its Pakistan's victory """,Neutral
These protestors wont be allowed for a minute in front of Bilawal house or Raiwind. #ThatsMyLeaderImranKhan - Respec ,Neutral
"Burning flags don\'t burn ideologies, We introduced PTI as an alternative political party - Shah Mehmood Qureshi.'",Neutral
"Remember Karachi, Imran Khan can only try and this is 1 hell of a good try to liberate Karachi from MQM. Thank u Kaptaan  #NA246VoteForBat'",Neutral
Come on Karachi you can do it  Make Imran Khan proud today by voting for @ImranIsmailPTI . #NA246VoteForBat',Neutral
I want to ask Karachites if they are happy w/ state of affairs - If you\'re not then go out and vote for BAT- Imran Khan. #NA246VoteForBat',Neutral
"PTI submits 3000 page evidence to JC probing 2013 GE rigging. Kudos to @JahangirKTareen , @farrukhdall & team. Victory will be ours soon IA.'",Neutral
"Imran Khan - A Captain, leader and a living legend. My favorite Khans, the gorgeous Imran & Reham Khan. May Allah bless you both. Ameen. @ImranKhanPTI @RehamKhan1 ",Neutral
"Imran Khan in politics from 96, started his movement for justice & change, today he's again fighting for it. Support him. #PTINA246Jalsa""",Neutral
"When PPP & JUI says PTI is rigging senate elections you know that Khattak & Imran Khan's strategy is working """,Neutral
"Big day for PTI, I hope & pray all 7 PTI applicants will get elected as Senators today. Imran Khan's struggle for Naya Pakistan continues.""",Neutral
Time has come to get rid of Pakistan\'s biggest terrorist Altaf Hussain- Imran Khan',Neutral
Imran Khan shocked by Baldia Factory fire. ,Neutral
"PTI workers protested against this corrupt govt for 126 days on Kaptaan's call. Today they will all be honoured by IK. #PTIDharnaConvention""",Neutral
"Imran Khan, I'll support you till death. I know you will always make us all proud like today. Respect your decision & courage. #RespectForIK""",Neutral
Whole of Karachi belongs to PTI chief Imran Khan- Khursheed Shah. Finally truth came out of thr mouth. #PTIwinsKh ,Neutral
Imran Khan wishes to make Namal University Pakistan\'s Oxford University. IA 1 day all ur dreams ll become reality ,Neutral
"Support PTI & Imran Khan If you want to unite Baloch, Punjabi, Pathan, Sindhi and Urdu speaking community. #ShutDownToRebuild'",Neutral
"If you\'re happy w/ state of affairs, dont close your shops, if u are not happy and want change, support our call- IK. #ShutDownToRebuild'",Neutral
"IK gave us hope, he politicised youth & women of Pak, he taught us how to fight back. Time to support him for our future. #ShutDownToRebuild'",Neutral
"Imran Khan himself ll lead this movement #ShutDownToRebuild . IK leads by example, he will show us how its done & how it'll pressurise govt.""",Neutral
PTI has decided to stage sit-ins in nine different areas of Faisalabad. Imran Khan to address at Ghanta Ghar Chowk. #ShutDownToRebuild',Neutral
"No Info Minister in Pak history has been so rude and ridiculous as my friend Fawad Chaudhary is. He leads the abusive tirade against those who tries to bring this Govt to its sense. While raising the banner against Freedom, he promotes the hate speech the PTI has popularised.'",Neutral
"No one is asking for subsidy for the media industry which is being squeezed by the PTI government, which is otherwise very enthusiastic in providing extraordinary concessions and subsidies to various industries that benefit some of its stalwarts.'",Neutral
@MashwaniAzhar We have Nawabzad Sher Ali-2 as Info Tzar who takes refuge behind the economic model of media while strangulating media freedom. The establishment-run government is economically strangulating media industry with an authoritarian design as re,Neutral
We have Nawabzad Sher Ali-2 as Info Tzar who takes refuge behind the economic model of media while strangulating media freedom. The establishment-run government is economically strangulating media industry with an authoritarian design as recession overtakes the industrial sector.',Neutral
Today in Aaj Shahzeb khanzada show Minister Sarwar was put on the mat by Sahibzada regarding gas load-shedding and wrongly making SNG and NSG DGs scapegoat of PTI govt's folly that cost the nation billions of rupees and worst kind of load shedding',Neutral
Today in Aaj Sahibzada Khan show Minister Sarwar was put on the mat by Sahibzada regarding gas load-shedding and wrongly making SNG and NSG DGs scapegoat of PTI govt's folly that cost the nation billions of rupees and worst kind of load shedding',Neutral
"Now cheif justice is finding issues with the 18th Amendment,who could not get a road cleared by ministry of defence and failed to bring to task to retired generals in Ashhar Khan case.The real issue is autonomy and NFC Awar Federalism and nation-building ",Neutral
@KhalidAhmedCh @UsmanAKBuzdar @CMOfficePunjab @PTIofficial @InsafPK @ImranKhanPTI Stupid masquerading as representing the oppressed of Seraiki wasaib. Buzdar is himself a wretched tribal chief who kept his people in darkness and on this ground selected by,Neutral
Universal Declaration of Human Rights still await its implementation by the parliament and the successive governments in Pakistan.  ,Neutral
Prime Minister Imran Khan is so right that the Panama case (yet to be decided) or disqualification in Iqama case laid the foundation of Naya Pakistan by Cheif Justice of Pakistan',Neutral
@wasim936 @HamidMirPAK @ImranKhanPTI Your statement is one sided. I am against terrorism of all kinds coming from anywhere and against the repression of the people by anyone and anywhere. Also Speak about terrorism coming from Afghanisran and India as wel,Neutral
Imran Khan by laying foundation stone of Kartarpur corridor has put  Indian political and media scene in utter confusion.Indian establishment faced a dilemmacould not refuse because of Sikhs sentiments and accept it as a catalyst to dialogue. But why was this Gopal Chawla there?',Neutral
Congratulations GEN Bajwa: Indian Home Minister has accepted GEN Bajwa's offer to open Kartarpur corridor for the Sikh pilgrims visiting Gurdwara Darbar Sahib. Now IK Govt should  develop a suitable corridor. It's a good CBM and other should follow on easing visas and trade.',Neutral
"@malikzohaib_ @TalatHussain12 Sorry I do not consider IK Govt as a curse from God. He is an elected prime minister, even if he was backed by the military establishment. Let him deliver on what he promised without, however, entertaining U-Turns. Good luck ",Neutral
@alialisher75 @hassanakhtarkh4 @ImranKhanPTI IK Govt is vindictive and intollerant. It's against progressive and democratic-liberal voices. We are not fir govts on party lines. Being journalists we are to protect public interest- nothing else. Our support,Neutral
"@AbdullahLegha17 @hassanakhtarkh4 @ImranKhanPTI NO. I didn't waste my life fighting for truth, freedom, democracy, secularism, socialism and for peoples' rights. It was a conscious choice and will continue on this path whatever the hurdles and agonies. It",Neutral
"Look at the abuses of these spoiled and shameless  youthias, they don't know about anything and yet are always there to utter nonsense. What a decay of our political culture and intellectual tradition.'",Neutral
"@zaighamkhan The spokesperson of PTI dr Saleem must assist his Govt to plug all the loopholes for rent seeking, plunder of national wealth and money laundering. But he will never come out on the usurpation of major part of our revenues being wasted on sec",Neutral
"Despite the Govt's decision to release Rs 1 billion and 70 Crore against the ads, the media houses will continue to retrench working journalists, besides sidelining those who don't fit into the manipulations of big belly owners and/or not liked by the powers that be and the govt'",Neutral
@shoaibsheikh222 @Fahdhusain @ImranKhanPTI Indeed from Bhutto to Nawaz and to Imran Khan and from GEN Ziaul Haq to GEN Musharraf and GEN Kayani all were responsible for the rise of religious extremism and terrorism. And without zero tolerance as shown by ,Neutral
@pakitiger2016 @UmarCheema1 @Matiullahjan919 @AajKamranKhan @BeenishSaleem @murtazasolangi @najamwalikhan @nausheenyusuf @asmashirazi @pmln_org @MaryamNSharif @arshad_Geo @TalatHussain12 @javeednusrat @ammarmasood3 @mushtaqminhas ,Neutral
How PM Imran Khan benefitted from the Boycott of Saudi investment conference by the governments and big corporations over the murder of journalist Khashoggi and on what cost in return: ,Neutral
@TenzilaMazhar @ImranKhanPTI Wah Wah our new youthia',Neutral
"PLF Resolutions 1.decisions under 184(3) subjected to Appea of Democracy/18th Amendmen 3.Constitutional Cour 4.merit-based and competitive Appointment of Judge 5. NAB is discriminating,capricious &scandalou 6.Dubious PTI Govt take along  Parliament'",Neutral
"@zak86969329 If the previous two governments had not performed as well that we wanted, how could anybody justify even the worst performance now? Amazing contradiction'",Neutral
PM Imran going to Saudia and China to beg billions of dollars before the visit of IMF delegation to get a better deal. But it would be adding up 30 billion dollars in debts. Great achievement in breaking the begging bowl?  ,Neutral
@ShanJillani @IrshadBhatti336 @shazbkhanzdaGEO @TalatHussain12 @mubasherlucman @MubashirZaidi @GulBukhari @marvisirmed @WaseemBadami @HamidMirPAK @jawabdeyh @PTIofficial Just nonsense',Neutral
"Modi govt calls off India-Pakistan talks in New York, says 'true face' of PM Khan revealed via @ThePrintIndia""",Neutral
@presidents2020 @Muhamma04966628 @QayyumReports @ImranKhanPTI @PTIofficial @Matiullahjan919 @fawadchaudhry @arynewsud @TalatHussain12 @marvisirmed @MaryamNSharif Just fuck off bastard',Neutral
"PTI Budget: same wine not even in new bottle. Adding more burden on the poor, middle classes taxing the same lot and no extension in tax net PSDP cut by one-Third preparatory effort to go to IMF.where are plans for building 5 million homes, 10 million jobs and 1 billion trees?'",Neutral
@MahaazReports @WajSKhan @ImranKhanPTI Indeed efforts are in progress to degrade PM Office. Mahaz should go to other mighty offices to reveal the luxuries of peace time',Neutral
"If PM Imran Khan is serious about poverty alleviation and development of social sectors while braking with the stranglehold of elitist status quo rooted in colonial legacy, he must consult this distinguished scholar Towards a human economy ",Neutral
@Tooba_Sd Shame on Punjab government for racial profiling of Pashtun leader instead of sectarian zealots',Neutral
@pakitiger2016 @shazbkhanzdaGEO @ZarrarKhuhro @AajKamranKhan @Xadeejournalist @ammarmasood3 @murtazasolangi @BeenishSaleem @AzazSyed @najamwalikhan @nausheenyusuf @javeednusrat @TalatHussain12 @asmashirazi @pmln_org @MussartAhmadzeb @arshad_Geo @RaziDada ,Neutral
@mosharrafzaidi Well Said cheif of army staff after what a nonsense PM Advisor on Trade  had said in his interview with Financial Times against CPEC because of his conflict of interest. Why Imran Khan having such Advisorrs?',Neutral
"@ZeeshanPervezK1 @SaleemKhanSafi Sehbai is a worst kind of blame monger. Doesn't deserve even a reply. If he has any morals, let him come up with evidence or stop this mud slinging. But he won't since he lives on scandalisation.'",Neutral
@Wof_wiZ @RehamKhan1 Wish alll the best to PM Imran Khan in his pursuits to improve the lot  of people and address human security.',Neutral
"@ArifAlvi Mr Alvi you should accept the responsibility of Foul language on PTI-run social media, if you had any responsibility or/and anybody else, before vying for the prestigious office of the President of Republic.'",Neutral
Reminding Prime Minister Imran Khan of his 100 days Agenda announced in Islamabad on 20th May 2018 ,Neutral
"@AcharyaPitamba1 @AshokPradhanTOI @otvnews @News18Odia @dpradhanbjp @ZeeKalinga_News @PTI_News @soumyajitt Indeed Kuldip Nayyarmy elder friend, visionary, journalist, peace activist consistently stood for peace between his janam bhoomi Panistan and India.",Neutral
"@FawadPTIUpdates @fawadchaudhry Kuldip Nayyar, my elder friend, visionary, journalist and the man who stood consistently for peace, friendship, secularism and democracy has passed away leaving agreat void for peace movement in the subcontinent.he was the ",Neutral
"@Shafqat_Mahmood Shafqat, top civil offices/residences, including PM' Governors', IGs, corps commanders and judges have been built for specific use. PTI has been building a campaign to bulldoze or turn them into universities etc without evaluating the ext",Neutral
"PM Imran Kha's speech will remain populist utopia without fundamental changes in political economy of resource mobilisation and allocation  and a concrete plan of action. Unfortunately, there seems to be no homework or work plan. Rhetoric is no substitute of real action. Waiting'",Neutral
@Jan_Achakzai @ImranKhanPTI And appoint Jan as cheif if staff if PMO instead of that bloody Inamul Haq',Neutral
"Omarosa Manigault Newman - ""Unhinged"" and Hard Lessons from Trump\'s White House - Extended Interview via @comedycentral'",Neutral
WhAts happening? Will Zardari be fully supporting Khrshied shah as speaker? And how will PMLN react since it's not getting Ppp support for Shehbaz Sharif at centre and Hanza Shehbaz in Punjab. Opposition should be defeated in this situation. Good for IK and his patrons',Neutral
Wish Imran Khan all the best in his all good endeavours No More Rhetoric: Deliver on Promises. Period',Neutral
@ammad4147 You are right but a governmental crisis can destabilise the set up. Better avoid it. But you dont know. Keeping fingers crossed',Neutral
"Precarious Balance in NA PTI 158-8 vacated seats=150 Pmln 81+PPP 53+MMA 15+ANP 1=150  PTI and opposition strength equal at present Those who hold the Balance: MQM 7+PmlQ 3+BAP 5+BNP 4, Others 5= 24 PTI 150+24 of allies= 174 And if one ally withdraws support, IK government falls'",Neutral
@pakitiger2016 @Matiullahjan919 @asadrp @arshad_Geo @marvisirmed @AajKamranKhan @javeednusrat @shazbkhanzdaGEO @ajmaljami @ammarmasood3 @RaziDada @ambrinmaria @pmln_org @president_pmln @pmln__rt @Aadiiroy @TabahiButt @WaqarBibi,Neutral
It is so close: PTI 158-5 vacated seats=153 Pmln 82+PPP 53+MMA 15+ANO 1= 151 Difference is of two NA seats Those who hold the Balance:  MQM 7+PmlQ 5+BAP 5+BNP+Others 5= 26 PTI 153+ 26 of allies= 179 And if two allies withdraw support IK government falls',Neutral
@zulfiqarm681 I don't consider PTI and Imran Khan worth brining any change. He is just a joker . Stop',Neutral
@humaiz_hamza @VoteKoIzzatDo Just nonsense against IK',Neutral
"@Pak4rule1 @SF_Babar @FoqiaKhan When media came under attack, PMLN Govt couldn't do anything and let media be crucified. Owners can't take the financial crunch due to blockade by the non-civilian forces and working journalists are censored by the weakened",Neutral
"@mirozai1 Imran,  Zardari or sharifs are not my heroes.'",Neutral
How leading American newspaper Imran Khan and his victorywithout any endorsement from me. It's for viewers scrutiny,Neutral
Jelhum: empty place. Is it the beginning of Khan's fall in Punjab since he is pulling very thin crowds recently. Anticlimax of his moral crusade after the induction of corrupt turncoats in PTI?',Neutral
This is what even people like Asa's Omar deserve in PTI which has fraternal relations with terrorists.    PTI joins hands with cleric on US terror list',Neutral
@insafchahiyabus @MariamJamal79 @MazharAbbasGEO In my constituency the contest is between Imran Khan andSaad  Rafiq. I am opposed to PTI fascism and doesn't trust Saad Rafiq who is a rightist. I will Vote for singer Jawad Ahmed and his Brabri Party since ,Neutral
"Now, All the King's Men Imran, Shahbaz and Zardari are in the race to serve their masters after the conviction of Nawaz Sharif and Mayan Nawaz'",Neutral
"@RameelAhmad @Xadeejournalist @ZarrarKhuhro @WusatUllahKhan After the exist of Nawaz Sharif and Maryam, ground is paved for the election of any of the three pro-establishment leaders: Imran,Sharif leaves no room for those who wanted civilians' supremacy a",Neutral
"After the exist of Nawaz Sharif and Maryam, ground is paved for the election of any of the three pro-establishment leaders: Imran,Sharif leaves no room for those who wanted civilians' supremacy and sovereignty of people through fair and free franchise'",Neutral
@smwajidali You are from PTI and threatening me. Pl do come. Waiting for your bullets.,Neutral
"If Nawaz Sharif and Marrayam don't come and bravely uphold their narrative of defiance for people's sovereignty, PMLN under Shahbaz has taken the route of Surrender. Shahbaz's self-praise won't stand the tirade of Imran Khan. Shahbaz will bite the dust. Is Pmln over?'",Neutral
"If Nawaz Sharif and Marrayam don't come back and bravely uphold his narrative of defiance for people's sovereignty, his party under Shahbaz has taken the route of Surrender. Shahbaz's self-praise won't stand the tirade if Imran Khan. Is Pmln over?'",Neutral
@AminAnwer @ImranKhanPTI It's over. Khan has lost all moral grounds by embracing all evils',Neutral
@DrAbdulAziz32 I don't think PTI youth can support any turncoats or plunderers this is against their resolve to fight the corrupt',Neutral
@amjadwatoo No not at all. I don't have any expectations from these leaders including your Khan who is stupid and ambitious and can go to any length to become PM which he will never',Neutral
