OriginalTweet,Sentiment
بلدیاتی انتخابات کے سلسلے میں آبائی علاقے کوہاٹ سے واپسی پر دورہ آدم خیل کے مقام پر ہجوم نے حملہ کیا اور فائرنگ کی،معجزاتی طور پر محفوظ رہا،تاہم ڈرائیور زخمی ہوا جسکو طبی امداد مہیا کردی گئی،نیک خواہشات کا اظہار کرنے پر دوستوں،میڈیا اور تمام لوگوں کا انتہائی مشکور ہوں,Neutral
سبی میں ایف سی کی پٹرولنگ پارٹی پر دہشت گرد حملے کی شدید مذمت کرتے ہیں۔ ملک و قوم کی حفاظت کے لیے جان کا نذرانہ پیش کرنے والے شہداء کو خراج عقیدت پیش کرتے ہیں۔ دہشت گرد بلوچستان میں امن اور ترقی کے دشمن ہیں۔ انشاللہ، یہ اپنے مذموم مقاصد میں کبھی کامیاب نہ ہوں گے۔,Neutral
سینیٹر عثمان کاکڑ کے اچانک انتقال پر دل انتہائی رنجیدہ ہے۔ انتہائی شفیق انسان اور پیارے دوست تھے۔ اللہ مرحوم کے درجات بلند کرے اور اہل خانہ کو صبر جمیل عطا فرمائے۔ ,Neutral
گھوٹکی میں ٹرین حادثےاوراس میں قیمتی جانوں کےضیاع پر دل انتہائی رنجیدہ ہے۔ اللہ تعالیٰ مرحومین کےدرجات بلند فرمائےاور لواحقین کو صبر جمیل عطا کرے۔,Neutral
تصوف اور سائنس و ٹیکنالوجی ریسرچ سنٹر کا افتتاح روحانیت، سائنس اور ٹیکنالوجی کا ایک منفرد امتزاج ہے۔ اس سے نہ صرف ان شعبوں میں تحقیق کی حوصلہ افزائی ہوگی بلکہ ان کے مابین باہمی ربط کو فروغ دینے میں بھی مدد ملے گی۔,Neutral
مفتی منیب کا چاند کی رویت کو متنازع بنانے کے حوالے سے بیان قابل مذمت ہے۔ رویت ہلال کمیٹی نے شرعی اصولوں کے مطابق فیصلہ کیا۔ یہ بیان انتہائی غیر ذمہدارانہ اور منفی رویے کا عکاس ہے۔,Neutral
وزارت سائنس اینڈ ٹیکنالوجی کے تین ادارے نسٹ‘ نیوٹیک اور پی ای سی وینٹیلٹرز کی تیاری میں مصروف عمل ہیں ۔ ان اداروں میں وینٹیلٹرز کی تیاری کمرشل بنیادوں پر شروع ہونے کے قریب ہے ۔,Neutral
این آر ٹی سی وینٹیلٹرز کی تیاری اور ایکسپورٹ میں کافی آگے ہے ۔پرائیویٹ سیکٹر اور سرکاری وسائل کے اشتراک سے ہم انڈیا کی ضروریات کے لئے اپنا حصہ ڈالیں گے ۔,Neutral
سندھ کو کھنڈرات میں بدلنے والے اپنے گریبان میں جھانکیں۔روٹی،کپڑا،مکان کے دعویداروں نےسندھ کے عوام کو عملی طور پربھوک وافلاس کی بھٹی میں جھونک دیا۔افسوس کہ وہاں کے کتے بھی انسانوں کو کاٹ کر اپنی بھوک مٹا رہےہیں،سیاسی وڈیرے جعلی لیکچر بند کرکےشہریوں کی جان بچانے پر توجہ دیں۔,Neutral
شب برات خیر و برکت کی رات ہے، قوم  کورونا وباء سے نجات اور ملکی ترقی وخوشحالی کیلئے خصوصی دعائیں کرے۔ اللہ تعالی ہمیں  کورونا وباء سے نجات دے، عوامی ریلیف اور خوشحالی کے ایجنڈے کے لئے کاوشوں میں سرخرو فرمائے۔ آمین,Neutral
حلیم عادل شیخ کی رہائی حق اور سچ کی فتح ہے،انہیں سیاسی انتقام کا نشانہ بنایا گیا، عدالت سے ضمانت پر رہائی انکی سرخروئی اور جھوٹوں کیلئے ہزیمت ہے، کارکنان اور رہائی پانے والے دوستوں کے اہل خانہ کو مبارک پیش کرتا ہوں۔,Neutral
"پی پی پی اور پی ڈی ایم کے نام!

ترے دل کے ٹوٹنے پر ہے کسی کو ناز کیا کیا 
تجھے اے جگرؔ مبارک یہ شکست فاتحانہ",Neutral
"""صوفی غلام مصطفیٰ تبسم"" کا یہ شعر پی ڈی ایم کے نام
دیکھے ہیں بہت ہم نے ہنگامے محبت کے 
آغاز بھی رسوائی انجام بھی رسوائی",Neutral
23 مارچ ہماری قومی تاریخ کا وہ تابناک دن ہے جب  مسلمانان برصغیر  نے علیحدہ وجود اور الگ پہچان کے ساتھ آگے بڑھنے کے پختہ عزم کا اظہارکیا۔اسی روز علیحدہ وطن کے حصول کیلئے عملی جدوجہد کا باقاعدہ آغاز ہوا۔,Neutral
آج اس عہد کی تجدید کا دن ہے کہ ھم پاکستان کو قائد اعظم کے زریں اصولوں کے مطابق فلاحی ریاست بنائیں گے۔ ھمیں اتحاد اور یگانگت کے ساتھ ہرمشکل  کا سامنا کرناہے۔ایک ایسا معاشرہ تشکیل دینا ہے جہاں ھر خاص و عام قانون  کے سامنے جواب دہ ہو۔,Neutral
موروثی سیاست کرنے والے اپنے بچوں کو قوم پر مسلط کرنے کے در پے ہیں ،عوام ان کے نئے دھوکے میں نہیں آئیں گے۔یہ چاہتے ہیں کہ لوٹ مار کا یہ کاروبار اسی طرح جاری رہے ۔ قوم نے فیصلہ کرنا ہے کہ کرپشن کی اس فرنچائز کا خاتمہ کرنا ہے یا انہیں لوٹنے کا لائسنس دئیے رکھنا ہے ۔,Neutral
آج کے دن میں خواتین صحافیوں کو بھی خراج تحسین پیش کرتا ہوں جنہوں نےاپنے قلم کی قوت سے آزادی صحافت کی درخشاں روایات کو برقرار رکھا اور اپنی صلاحیتوں کا لوہامنوایا ہے۔ میڈیاکی ترقی اورعوام تک درست معلومات کی فراہمی میں مردوں کی طرح خواتین صحافی بھی اہم کردار اداکر رہی ہیں۔,Neutral
میڈیاکی ترقی اورعوام تک درست معلومات کی فراہمی میں مردوں کی طرح خواتین صحافی بھی اہم کردار اداکر رہی ہیں۔,Neutral
حکومت صحافیوں خصوصاً خواتین کے تحفظ اور فلاح کیلئے تمام ممکنہ اقدامات اٹھا رہی ہے ۔خواتین اس شعبے میں آزادانہ اور احسن انداز سے اپنی ذمہ داریاں انجام دے رہی ہیں۔ ان کیلئے مزید سازگار ماحول کی فراہمی یقینی بنانے کے لیے بھرپور کاوشیں کر رہے ہیں۔,Neutral
زینب الرٹ رسپانس اینڈ ریکوری قانون اور زینب الرٹ ایپ کا اجراء بچوں کےتحفظ و سلامتی اورانہیں گھناؤنے ظلم سےبچانے کیلئےایک عملی قدم ہے۔انسداد ریپ انویسٹی گیشن اینڈ ٹرائل آرڈیننس اورگھریلو تشدد سے تحفظ کا قانون خواتین کےخلاف تشددکی روک تھام اورانصاف کی جلدفراہمی کوممکن بنائیں گے۔,Neutral
آج کا دن معاشرے میں خواتین کے بلند مقام اور مختلف شعبہ جات میں ان کی قابل ستائش خدمات کی اہمیت کو اجاگر کرتا ہے۔دین اسلام نے خواتین کو بے مثال حقوق دیئے ہیں۔ آئین پاکستان خواتین کے حقوق کا ضامن ہے۔پاکستان کی تعمیر و ترقی میں خواتین نے روشن کردار ادا کیا ہے۔,Neutral
معاشرے کو مہذب اور روشن خیال بنانے کےلئےخواتین کو بااختیار بنانا لازم ہے۔خواتین کو ترقی کے مساوی مواقع اور حقوق کی یقینی فراہمی سے معاشرے میں طاقتور اور محفوظ بنانا ہمارا پختہ عزم ہے۔ انفورسمنٹ آف ویمن پراپرٹی رائٹس خواتین کے وراثتی حقوق کو یقینی بنانے میں ممد و معاون ثابت ہوگا۔,Neutral
تمام پارلیمنٹیرینز خاص طور پر اتحادی جماعتوں کے اراکین کا تہہ دل سے شکریہ ادا کرتے ہیں۔ پاکستان کی ترقی، خوشحالی اور عوام کے مسائل کے حل کے لیے حتمی اہداف کے حصول تک چین سے نہیں بیٹھیں گے۔قوم کی توقعات پر پورا اتریں گے انشاءاللہ,Neutral
پوری قوم نے جان لیا کہ انتخابی نظام میں شفافیت کے اہم معاملے پر کون تاریخ کے کس رخ پر کھڑا ہے۔,Neutral
بیوپاریوں اورضمیروں کے سوداگروں کیلئےآج برادن ہے،ووٹوں کیلئےمنڈیاں لگانے والےمایوس ہونگے,Neutral
سینیٹ انتخابات کےحوالے سےسپریم کورٹ کی رائےتاریخی ہے۔,Neutral
انہوں نے پاکستان کے عوام کو کنگال کیا اور اپنی جیبیں بھریں۔قوم کا پیسہ بے رحمی سے کھانے والے آج ہٹ دھرمی سے کہہ رہے ہیں کہ ان کے خلاف ایک پیسے کی کرپشن ثابت نہیں ہوئی۔اپنے دور میں انڈے اور مرغی کا ریٹ فکس کرنے والے آج بڑی بڑی باتیں کر رہے ہیں۔,Neutral
27 فروری پوری پاکستانی قوم کی سربلندی اور سرفرازی کا دن ہے۔ پاک فضائیہ کے شاہینوں نے شب خون مارنے والے  دشمن کو دن میں تارے دکھائے اور پوری قوم کا سر فخر سے بلند کیا۔پاکستان خطے میں امن کا داعی ہے لیکن کسی بھی جارحیت کا منہ توڑ جواب دینے کی بھرپور صلاحیت رکھتا ہے۔,Neutral
اپوزیشن کی سیاسی منافقت ہر گزرتے دن کے ساتھ عیاں ہو رہی ہے ۔ کل تک الیکشن کمیشن کے خلاف سڑکوں پر احتجاج کرنے والے آج اْس اِدارے کے حامی بن گئے ہیں۔ بار بار موقف بدلنا اور اپنے ہی بیانیے کی نفی کرنا اپوزیشن کی پہچان بن گیا ہے۔,Neutral
پارلیمان میں اقلیت ہوتے ہوئے آصف زرداری کا گیلانی کی کامیابی کا دعویٰ خرید وفروخت کی آلودہ سیاست پر مہر ثبت کر رہا ہے۔ملک میں اگر سیاست اور سیاستدان بدنام ہوئے ہیں تو اس کاسہرا اِن دوجماعتوں کے سر ہے ۔ جمہوریت کے نام پر میثاق کر کےاس سے منحرف ہوئےاور پیسے کی سیاست کو  تسلسل بخشا۔,Neutral
۔ڈسکہ واقعہ کے ذمہ داران کو کیفر کردار تک پہنچائیں گے۔دعا ہے کہ اللہ تعالی جاں بحق ہونے والوں کی مغفرت فرمائے اور ان کے لواحقین کو صبر جمیل دے۔آمین,Neutral
سینیٹر مشاہد اللہ خان کے انتقال پر گہرا دکھ اور افسوس ہے۔پارلیمانی و جمہوری اقدار کے فروغ میں انکا اہم کردار رہا۔اللہ تعالی ان کو جوار رحمت میں جگہ عطا فرمائے اور لواحقین کو صبر جمیل دے۔,Neutral
"برصغیر کے عظیم شاعر مرزا اسد اللہ خاں غالب کو ان کی برسی پر خراج عقیدت پیش کرتے ہیں۔انہوں نےاردو شاعری کو نئی پہچان دی ۔گنجلک مسائل اورمشاہدات زندگی کو لفظوں کی روانی سے عوام تک پہنچانا ان کا کمال ہے۔
ہیں اور بھی دْنیا میں سخن ور بہت اچھے
کہتے ہیں کہ غالب کا ہے انداز ِبیاں اور",Neutral
جنوبی وزیرستان میں 4 فوجی جوانوں کی شہادت پربے حدافسوس ہے۔ دفاع وطن اور ملک میں قیام امن کے عظیم مقاصد کیلئے اپنی جانوں کا نذرانہ پیش کرنے والے بہادر قوم کےقابل فخر سپوت ہیں۔شہدا کے اہل خانہ کے صبرواستقلال وجرات کو سلام۔آخری سانسیں لیتے دہشتگردوں کی باقیات کوختم کر کے دم لیں گے۔,Neutral
غلط طورپر جو بات مجھ سے منسوب کی گئی، اس کا اس کے سوا اور کوئی مقصد دکھائی نہیں دیتا کہ غلط فہمیاں پیدا کرکے سیاسی مفاد حاصل کیاجائے۔ امید کرتا ہوں کہ میڈیا اس معاملے پر اپنی ذمہ داریاں نبھائے گا۔,Neutral
سرکاری ملازمین کو اپنے اخراجات کم کرنے سے متعلق خود سے منسوب جملوں کی تردید کرتا ہوں، ایسی کوئی بات نہیں کہی۔ سرکاری ملازمین کے جائز مطالبات کو سننے اور ان پر پیش رفت کے لئے تیار ہیں۔ افسوس ہے کہ ایسی بات مجھ سے منسوب کی گئی جو میں نے نہیں کہی۔,Neutral
سچ بولیں کہ استعفے نہ دینے کی ندامت پر مٹی ڈالنے کے لئے 'کرپشن بچاؤ' مارچ کی تاریخ کا اعلان کیاگیا۔کرپشن کی سیاست کو پاکستان کے عوام نے مسترد کردیا ہے۔۔,Neutral
مولانا صاحب اسی قومی اسمبلی میں آپ کے فرزند ارجمند بھی براجمان ہیں، ان کے بارے میں آپ کا کیا خیال ہے؟ آپ کے بیٹے کی سیٹ حلال اور سیاسی مخالفین کی حرام، ایسے سیاسی فتووں سے آپ کی نیت اور دوہرا معیار عیاں ہوتا ہے۔ پی ڈی ایم کی ہر ڈیڈ لائن ڈیڈ ہوچکی ہے۔,Neutral
پوری قوم اپنے ہیرو محمد علی سدپارہ اوردیگر غیر ملکی کوہ پیماؤں کی باحفاظت اور بخیریت واپسی کے لئے دعا گو ہے۔ان کی تلاش کے لیے کوششیں جاری ہیں۔دعا ہے کہ وہ جلد اپنے پیاروں کو آ ملیں ۔,Neutral
سیاسی جماعتوں اور پارلیمنٹیرینز کو انتخابی عمل میں شفافیت کےساتھ کھڑا ہونا چاہئے،اس سے جمہوریت کو تقویت اور پارلیمان کے وقار میں اضافہ ہو گا۔ ووٹوں کی خریدوفروخت اور ہارس ٹریڈنگ آئین اور جمہوریت کی خدمت نہیں ہو سکتی۔,Neutral
اپوزیشن کا سینٹ انتخابات میں شفافیت کو یقینی بنانے کے اقدام پر واویلہ مچا نا سمجھ سے بالاتر ہے۔اوپن بیلٹ کی مخالفت کر کے انہوں نے واضح کردیا کہ یہ سیاست میں پیسے کی سیاست ختم نہیں کرنا چاہتے۔انتخاب میں شفافیت جمہوریت کی مضبوطی ہے۔,Neutral
ایک دوسرے پر کرپشن کے مقدمے بنانے اور سڑکوں پر گھسیٹنے کے اعلان کرنے والے اب مل کر سینٹ الیکشن لڑیں گے۔ ثابت ہوا کہ لوٹ مار اور اقتدار کے لئے یہ سب ایک ہیں۔,Neutral
 قوم کو پتہ چل گیا کہ ان کا ایجنڈا ذاتی مفاد اور ہوس اقتدار ہے۔ اپوزیشن کی حسرتیں اور سازشیں دم توڑ گئیں۔,Neutral
اداکار شان کی والدہ اور معروف اداکارہ نیلو کے انتقال پر افسوس ہے۔وہ فن کی دنیا کا ایک بڑا نام اور ایک باصلاحیت اداکارہ تھیں۔اللہ تعالی مرحومہ کو جوار رحمت میں جگہ عطا فرمائے اور لواحقین کو صبر جمیل دے۔آمین,Neutral
عمران خان پاکستان بناتا رہے گا، سیاسی مخالف اپنی پارٹیاں تباہ کرتے رہیں گے۔,Neutral
براڈ شیٹ معاملہ پر انکوائری کمیٹی کے سربراہ جسٹس (ر) عظمت سعید شیخ ہونگے۔,Neutral
براڈ شیٹ معاملے نے ایک بار پھر بنارسی ٹھگوں کو بے نقاب کر دیا ہے۔ یہ کیس یاد دلاتا ہے کہ کس طرح ذاتی مفاد کی خاطر ملکی مفاد کا سودا کیا گیا۔قومی خزانے کو بے رحمی سے لوٹنے والوں کو حساب دینا ہوگا۔ ماضی میں ان کرپٹ عناصر کو این آر او نہ ملتا تو ملک کا اتنا نقصان نہ ہوتا۔,Neutral
براڈشیٹ معاملہ،وزیراعظم نےتین رکنی کابینہ کمیٹی تشکیل دی ہے،شبلی فراز کمیٹی کے کنوینئرہوں گےشیریں مزاری،فوادچوہدری کمیٹی میں شامل، کمیٹی کابینہ کو 48 گھنٹوں میں براڈشیٹ معاملے پر سفارشات پیش کرےگی،اس معاملے میں فائدہ دینے والے اورفائدہ اٹھانے والے تمام لوگوں کیخلاف کاروائی ہو گی۔,Neutral
آج پھر شکست خوردہ عناصر کا اکٹھ ہے جو اپنی سیاست اور دولت بچانے کی حکمت عملی ترتیب دے رہا ہے ۔ یہ اتحاد ذاتی مفادات کی نا اتفاقیوں کے گرد گھوم رہا ہے ۔ ناکامی ، رسوائی اور ہزیمت ان کا مقدر ہے ۔,Neutral
پاناما پیپرز اور براڈشیٹ نے کرپٹ مافیا کے کالے دھن کو آشکار کردیاہے۔یہ ہماری اختراع نہیں بلکہ بین الاقوامی انکشافات ہیں۔براڈشییٹ کے واقعات ظاہر کرتے ہیں کہ ماضی کے این آراوز کی وجہ سےملک کوکیسےناقابل تلافی نقصان پہنچا۔,Neutral
نصیر ترابی صاحب کے انتقال پر دل انتہائی رنجیدہ ہے۔ علم و ادب کا ایک تابندہ ستارہ آج غروب ہوگیا۔ اپنی غزلوں اور علمی کاوشوں کی صورت وہ ہم میں موجود رہیں گے۔اللہ تعالیٰ انہیں جوار رحمت میں جگہ عطا فرمائے اور لواحقین کو صبر جمیل دے۔آمین!,Neutral
ملک کے مختلف حصوں میں بجلی کی بحالی کا سہرا عمر ایوب اور ان کی ٹیم کی انتھک محنت کے سر ہے۔ رات بھر انہوں نے خود صورتحال کو مانیٹر کیا،بھرپور کاوشوں سے اس مسئلے پر قابو پایا گیا۔ماضی میں بجلی کی ترسیل کے نظام پر توجہ نہیں دی گئی، اس میں بہتری لا رہے ہیں۔,Neutral
بلاول کا بلا مقابلہ انتخاب۔۔۔جمہوریت کے دعویدار موروثیت کے علمبردار۔ بلاول کو سلیکٹیڈ چئیرمن ہونے پر مبارکباد۔,Neutral
"بنوں جلسے میں پی ڈی ایم کی "" سی درجے"" کی شریک قیادت ثبوت ہے کہ ان کی تحریک تنزلی کے آخری مراحل میں داخل ہوچکی ہے،ناکام بیانیے اور عوام کی عدم شرکت نے مرکزی قیادت کو دلبرداشتہ کر دیا ہے، ان کے جلسے، جلسیوں اور ریلیوں میں تبدیل اور قیادت ""بی سے سی"" درجے تک آ پہنچی ہے۔",Neutral
آج کا دن اقوام متحدہ کو یاد دلاتا ہے کہ سیکورٹی کونسل کی5جنوری 1949ءکومقبوضہ جموں و کشمیر کے عوام کے مستقبل کے لیئے حق خودارادیت دینے کی قرارداد پر تاحال عمل نہیں ہوا۔ ,Neutral
دنیا مقبوضہ کشمیر میں انسانیت کے خلاف بھارتی جرائم پرخاموشی توڑے۔2/3,Neutral
کشمیری حریت پسندوں کوسلام عقیدت پیش کرتے ہیں جنہیں کوئی جبروظلم اس جائز،بنیادی جمہوری حق کےحصول کی جدوجہدسے ہٹانہ سکا۔1/3,Neutral
افسوسناک امر یہ بھی ہے کہ ایسے حالات میں دوسری جانب عوام کے مسترد کردہ سیاسی عناصر شعوری یا غیر شعوری طور پر ان بیرونی حملہ آوروں کا آلہ کار بن کر ملک کے اندر افراتفری اورانتشار پھیلا رہے ہیں۔ ملک دشمنوں کو ان کے مذموم عزائم میں ناکامی ہوگی۔ انشاء اللہ2/2,Neutral
مچھ کادلخراش واقعہ انتہائی قابل مذمت اور افسوسناک ہے۔بیرونی دشمن پاکستان کوعدم استحکام سے دوچار کرنے کے درپے ہے اور مسلسل وار کر رہا ہے۔1/2,Neutral
آج ذوالفقار علی بھٹو اور بی بی شہید کی روح کوتکلیف پہنچ رہی ہوگی کہ ان کے فلسفے اور نظریات کے بد ترین مخالف آج ان کے گھر براجمان ہیں انکاایجنڈا اپنی ذات سے شروع ہوکر اپنی ذات پر ختم ہو جاتا ہے۔ان کے پاس عوام کے لیے کچھ نہیں۔,Neutral
مینار پاکستان کے فلاپ شو کے بعد اپوزیشن کے غبارے سے ہوا نکل چکی ہے۔لانگ مارچ کے بعد مہنگائی مارچ کا اعلان انکے سکڑتے اور ٹھٹھرتے ایجنڈے کا ثبوت ہے ۔,Neutral
دوسروں کو اسلام کی مثالوں کے حوالے دینے والوں سے پوچھتا ہوں کہ کیا اسلام میں سوال پوچھنے پر ایسا ہی سلوک کیاجاتا ہے؟ آپ کی جماعت میں آزادی اظہارکا یہ عالم ہے؟عہدے بھائیوں اور چہیتوں میں بانٹ کر جماعت پر جمہوریت کا لیبل چپکانے سے لوگوں کو دھوکہ نہیں دیاجاسکتا۔,Neutral
مولانافضل الرحمن پر اصولی تنقیدکرنے والوں کو پارٹی سے نکالنا آمریت اور فسطائیت کی بدترین شکل ہے۔ فیصلے نے ثابت کردیا کہ جے یوآئی(ف) میں ڈکٹیٹرشپ مسلط ہے۔ اپنے دیرینہ ساتھیوں کی زرا سی تنقید برداشت نہ کرنے والوں نے قوم کودکھادیا کہ وہ اندر سے کتنے جمہوری ہیں۔,Neutral
قائد اعظم اور علامہ اقبال ہمارے آئیڈیلز ہیں،عمران خان ان کے تصورات کی روشنی میں پاکستان کو جدید، اسلامی، فلاحی جمہوری ریاست بنانے کا عزم کیے ہوئے ہیں۔ ہم نئے پاکستان کو ان ہی افکار سے سنوارنا چاہتے ہیں۔اللہ تعالیٰ کے فضل و کرم سے نیا پاکستان قائداعظم کے خواب کی تعبیر بنے گا۔,Neutral
25 دسمبر کے دن اس عظیم قائد کوخراج عقیدت پیش کرتے ہیں جنہوں نے مسلمانانِ برصغیر کے خوابوں جو تعبیر دی۔آپکی مخلصانہ قیادت نے مسلمانوں کو نیاولولہ، امنگ اور عزم عطا کیا اور وقت کے سامراج کو اپنے تدبر، عزم اور ثابت قدمی سے شکست دی۔,Neutral
ڈس انفو لیب نےبھارتی جھوٹ کےکاروبار کا پول کھولاتوبرطانوی ریگولیٹر آف کام نے بھارتی  چینل ری پبلک ٹی وی کے پاکستان کے خلاف نفرت انگیز بیانیےکاپردہ چاک کردیا۔آف کام کانوٹس بھارت کی عالمی سطح پررسوائی کامظہر ہے۔سیکولرزم کا پرچارک بھارت انتہاپسندی اوردھشت گردی کا مرکز بن چکا ہے ۔,Neutral
ذاتی مفاد کو فوقیت دینے والوں کو رسوائی کے سوا کچھ نہیں ملے گا۔منتشرالخیال اپوزیشن کی انتشاری سیاست میں ملک اور عوام کا بھلا نہیں،اللہ تعالی اپوزیشن کو توفیق دے کہ اسے کرسی کی بجائے عوام اور ان کے مسائل نظر آنا شروع ہو جائیں۔,Neutral
سینیٹر کلثوم پروین کےانتقال پر گہرا دکھ اور افسوس ہے۔محترمہ کلثوم پروین ایوان بالا کی انتہائی مثبت سوچ کی حامل ایک متحرک رکن تھیں،وہ بلوچستان کے پسماندہ علاقوں اورعوام کےمسائل کےحل کیلئے توانا آواز بنیں۔اللہ تعالیٰ مرحومہ کو اپنے جوار رحمت میں جگہ عطاءفرمائے اورلواحقین کوصبر دے۔,Neutral
بھارت ایک جانب مقبوضہ خطے میں غیر قانونی طور پرآبادی کا تناسب تبدیل کرنے کے مذموم ہتھکنڈےاختیار کر رہا ہے،پاکستان کے خلاف دہشت گردی میں ملوث ہے،دوسری جانب طویل عرصے سے پاکستان کے خلاف عالمی سطح پرجھوٹ کا کارخانہ چلا رہا ہے۔ یورپی یونین،عالمی برادری اوراقوام متحدہ اس کا نوٹس لیں۔,Neutral
دہشت گردی کے خلاف جنگ میں ہماری مسلح افواج اور تمام قانون نافذ کرنے والے اداروں اور عوام کی بڑی تعداد نے قربانیاں دی ہیں، ہم ان سب شہدا کو سلام پیش کرتے ہیں۔ اللہ تعالی شہدا کے درجات بلند فرمائے اور لواحقین کو صبر جمیل دے آمین۔,Neutral
ہر 16 دسمبر کو سانحہ اے پی ایس کی برسی پر دکھ اور زخم پوری قوم کے دل میں ہرے ہو جاتے ہیں۔دہشت گردوں نے معصوموں کو شہیدکرکے پوری قوم کو ناقابل فراموش غم دیا۔آج ہم نے اس عہد کا اعادہ کرنا ہےکہ دہشت گردی کے خلاف حاصل کامیابیوں کوکسی صورت رائیگاں نہیں جانے دیں گے۔,Neutral
"گوجرانولہ جلسے میں پاک افواج کے خلاف زہر اگلا گیا، 
کراچی جلسے میں مزارِ قائد کی بے حرمتی کی گئی،کوئٹہ جلسے میں پاکستان توڑنے کا پیغام دیا گیا جبکہ لاہور جلسے میں لاہوریوں کو غدار بولا گیا۔",Neutral
چیلنجز کے باوجود پاکستان کے معاشی اشاریے مثبت ہیں،مالی سال کی پہلی ششماہی میں ترسیلات زر میں27 فیصد،غیر ملکی براہ راست سرمایہ کاری میں150فیصداورسیمنٹ کی پیداوار میں17 فیصد اضافہ ہوا ہے۔ نومبر میں کار سیل میں 68 فیصد آضافہ ہوا۔ٹریکٹرز، موٹر سائیکلز کی فروخت میں بھی واضح اضافہ ہوا۔,Neutral
ہمیں عوام کی صحت اور انکی زندگیوں کا تحفظ مقدم ہے۔کرونا کی دوسری لہر شدت اختیار کر چکی ہے،اس سے نبردآزما ہونے کیلئے مزید مؤثر اقدامات کر رہے ہیں۔عوام سے اپیل  ہےکہ وہ ایس اوپیز پر سختی سے عمل پیرا ہو کر ہر ایسےاجتماع یا سرگرمی سےگریزکریں جو ان کی صحت اورزندگیوں کو خطرے میں ڈالے۔,Neutral
مقبوضہ جموں کشمیر 5اگست 2019 سے دنیا کی سب سے بڑی جیل کا منظر پیش کر رہا ہے۔ خواتین‘بچے‘بزرگ اپنے ہی گھروں میں قید ہیں۔کمیونیکیشن بلیک آؤٹ اورسخت ترین قدغنیں عائد ہیں۔انسانیت کےخلاف بھارتی جرائم رکواکر اورکشمیریوں کے بنیادی حقوق کے تحفظ سے ہی اس دن کی عالمی ساکھ بڑھائی جاسکتی ہے۔,Neutral
آج دنیا بھر میں انسانی حقوق کاعالمی دن مناتے ہوئے اسکے علمبرداروں کو وادی جنت نظیر میں بےگناہ انسانوں سے روا بدترین مظالم،اور ان کےبنیادی حقوق کی سنگین ترین پامالیوں کا نہ صرف فوری نوٹس لینا چاہیئےبلکہ بھارت اورقابض بھارتی فوج کو کٹہرےمیں کھڑا کرنے کیلئے عملی اقدامات کرنا ہوں گے۔,Neutral
"آج کرپٹ مافیا کے تابعداروں کے اجلاس میں عوام کی لوٹی ہوئی دولت کے تحفظ اورملک میں شرانگیزی کےایجنڈے پرغور کیا جائے گا۔خاندانی اورموروثی مفادات میں جکڑے جتھےہوس اقتدار میں عوام کی زندگیوں سے کھیلنے کامنصوبہ بنائیں گے۔""اقتدار کی باری ہر باری لینےوالوں کوعوام کی باری پسندنہیں آرہی""۔",Neutral
اپوزیشن رہنماخودتو گھر کےپرآسائش ماحول میں قرنطینہ ہیں جبکہ کارکنان اورعوام کو ذاتی سیاسی مفاد کےتحفظ کیلئے ایندھن کے طور پراستعمال کیاجارہا ہے۔اپوزیشن آخر کب تک معصوم عوام کی جانوں سے یوں ہی کھیلتی رہے گی؟کرونا سے اپنوں کو کھونے والے باشعورعوام انھیں کبھی معاف نہیں کریں گے۔,Neutral
عوام سے اپیل ہے کہ کرونا وباء کی دوسری لہر کے پیشِ نظر ایس او پیز پر سختی سے عمل پیرا ہوں۔احتیاط کو ملحوظ خاطر رکھیں تاکہ عوام کی صحت اور روزگار دونوں متاثر نہ ہوں۔,Neutral
برطانوی اینکر کے سوالات اور ڈار کے جوابات ثبوت ہیں کہ سچ کے سامنے ان کے ہاتھ پاءو ں پھْول جاتے ہیں ۔ لوٹ مار کے دفاع کیلئے وطن کا نام بدنام کرنے سے بھی باز نہیں آتے ۔ کرپٹ عہد کا معاون اور ملکی معیشت تباہ کرنے والا انٹرویوز کیلئے صحت مند مگر قانون کے سامنے بیمار ہے ۔,Neutral
کرپٹ اپوزیشن غیر ذمہ دارانہ حرکتیں کر رہی ہے،جلسوں میں کورونا جیسی موذی وباء کا مذاق اڑانا حماقت نہیں توکیا ہے؟دنیا کورونا سے بچاؤ کیلئے کرفیو اور مکمل لاک ڈائون کی طرف جاری ہے اور ہماری اپوزیشن ایس او پیز کی کھلم کھلا خلاف ورزی کرتے ہوئے کورونا کو دعوت دے رہی ہے۔,Neutral
عوام کے مسترد شدہ اور کرپشن میں ڈوبے ہوئے لوگ  ملتان میں کیا کر رہے ہیں؟ ان لوگوں کی آگ لگانے والی منفی ذہنیت بے نقاب ہوچکی ہے۔اپنی لوٹ مار کی دولت بچانے کے لیے یہ غریب عوام کی زندگیوں کو خطرے میں ڈالنے پر تلے ہوئے ہیں۔,Neutral
